Local time,Napięcie wyjściowe panela słonecznego (V),Napięcie baterii (V),Temperatura powietrza min. (°C),Temperatura powietrza max. (°C),Temperatura powietrza średnia (°C),Wilgotność względna powietrza min. (%),Wilgotność względna powietrza max. (%),Wilgotność względna powietrza średnia (%),Ciśnienie atmosferyczne (hPa),Punkt rosy (°C),Intensywność deszczu (l/m²),Opad deszczu (l/m²),Wilgotność gleby 15 cm (%),Wilgotność gleby 30 cm (%),Wilgotność gleby 15 cm (%),Temperatura gleby 15 cm (°C),Temperatura gleby 30 cm (°C),Temperatura gleby 15 cm (°C)
2026-06-28 20:00:00,2.8,13.3,30.28,34.03,32,40.24,52.76,47.1,1016.4,19.2,,0,76.7,72.2,44.7,24.9,28.1,21
2026-06-28 19:00:00,9.3,13.7,34.38,36.32,35.6,32.84,37.99,34.9,1016.1,17.7,,0,77.3,72.2,45.1,24.9,28.5,20.7
2026-06-28 18:00:00,14.3,13.9,36.53,37.17,36.9,32.36,32.94,32.5,1015.8,17.7,,0,77.5,72.1,45.7,24.6,28.8,20
2026-06-28 17:00:00,16.9,14,37,39.32,38.1,29.42,32.65,31.3,1015.6,18.1,,0,77.9,72.1,46.2,24.3,28.8,20
2026-06-28 16:00:00,19.5,14,38.84,39.91,39.2,29.36,30.66,29.9,1015.8,18.4,,0,78.7,71.9,46.6,23.8,28.4,20
2026-06-28 15:00:00,19.6,14,38.5,39.78,39.2,28.14,31.67,30.4,1016.2,18.6,,0,79.1,71.8,46.7,23.2,27.6,19.5
2026-06-28 14:00:00,19.6,14,38.01,39.64,38.8,28.22,32.53,29.6,1016.4,17.8,,0,79.4,71.6,47.1,22.7,26.5,19
2026-06-28 13:00:00,19,14,37.14,38.76,38.1,31.13,34.25,33.3,1016.6,19.1,,0,79.7,71.4,47.1,22.1,25.2,19
2026-06-28 12:00:00,17.9,13.9,37.03,38.05,37.7,32.04,36.41,33.6,1016.9,19,,0,80,71.4,47.3,21.7,23.9,19
2026-06-28 11:00:00,17.5,14,35.94,37.79,36.8,35.63,38.16,36.5,1017.2,19.5,,0,79.8,71.4,47.5,21.4,23,19
2026-06-28 10:00:00,17.3,14,34.25,36.18,35.2,38.77,45.29,41.3,1017.6,20,,0,79.6,71.6,47.6,21.3,22.5,19
2026-06-28 09:00:00,14.3,13.8,32.67,34.55,33.7,42.67,51.15,46.3,1018,20.5,,0,79.6,71.8,47.6,21.3,22.2,19
2026-06-28 08:00:00,14.2,13.7,29.64,32.11,30.8,50.64,56.23,54.1,1018.1,20.4,,0,79.4,72.2,47.7,21.4,22,19
2026-06-28 07:00:00,12.8,13.5,26.83,29.52,28.2,57.79,66.9,62.2,1018.1,20.3,,0,79.2,72.2,48,21.5,22,19
2026-06-28 06:00:00,10.2,13.3,23.35,26.46,24.9,67.49,76.8,73,1018.1,19.7,,0,78.6,72.3,48,21.7,22.2,19.8
2026-06-28 05:00:00,6.1,13.1,21.11,23.11,22,75.75,79.13,78,1018.1,18,,0,79.3,72.4,48,21.9,22.5,20
2026-06-28 04:00:00,1.9,13,20.83,21.07,20.9,77.94,79.3,78.8,1018,17.1,,0,79.5,72.5,48.2,22.2,22.8,20
2026-06-28 03:00:00,0.1,13,21.21,22.12,21.6,73.76,77.51,75.7,1018,17.1,,0,79.5,72.5,48.2,22.4,23.2,20
2026-06-28 02:00:00,0,13.1,22.33,23.52,22.9,67.22,72.65,70.1,1018.1,17.1,,0,79.4,72.5,48.8,22.6,23.6,20
2026-06-28 01:00:00,0,13.1,23.79,24.41,24.1,63.25,66.36,64.8,1018.2,17,,0,79.2,72.9,49.4,22.9,24.1,20
2026-06-28 00:00:00,0,13.1,24.68,25.57,25.2,59.51,62.17,60.7,1018.2,17.1,,0,79.2,73.2,49.7,23.1,24.5,20
2026-06-27 23:00:00,0,13.1,25.69,26.28,26,56.49,58.9,57.7,1018.4,17,,0,79.2,73.3,49.8,23.3,25.1,20
2026-06-27 22:00:00,0,13.1,24.61,25.5,24.9,57.98,64.23,62.2,1018.4,17.1,,0,78.9,73.3,49.9,23.5,25.6,20
2026-06-27 21:00:00,0.3,13.1,25.19,27.57,26.3,52.08,62.19,57.3,1018.3,17.1,,0,78.8,73.4,50.7,23.7,26.2,20
2026-06-27 20:00:00,2.7,13.3,28.15,31.11,29.7,39.81,49.35,44,1018.2,16.1,,0,79.1,73.7,51.3,23.7,26.7,20
2026-06-27 19:00:00,8.4,13.7,31.46,33.42,32.6,34.69,39.24,36.5,1018.1,15.8,,0,79.2,73.6,51.6,23.6,27.2,20
2026-06-27 18:00:00,14.3,13.9,33.73,34.49,34.2,31.47,34.31,32.6,1018.1,15.4,,0,79.2,73.5,51.8,23.4,27.5,19.7
2026-06-27 17:00:00,17,14,34.75,36.86,35.8,29.55,31.25,30.6,1018.3,15.8,,0,79.5,73.2,52.4,23.1,27.4,19
2026-06-27 16:00:00,19.7,14,36.48,37.43,36.9,29.59,31.39,30.8,1018.8,16.9,,0,79.9,73.1,52.3,22.6,27,19
2026-06-27 15:00:00,19.9,14,35.95,36.7,36.3,29.97,33.07,31.7,1019.2,16.8,,0,80,72.9,52.2,22,26.2,19
2026-06-27 14:00:00,19.8,14,35.74,36.18,36,32.1,34.94,33.8,1019.5,17.6,,0,80.2,72.9,52.2,21.4,25.1,18.7
2026-06-27 13:00:00,19,14,34.54,36.22,35.2,33.12,34.61,33.9,1019.9,16.9,,0,80.5,72.8,52.4,20.9,23.7,18
2026-06-27 12:00:00,18.3,14,33.87,34.78,34.2,34.18,38.02,36.6,1020.4,17.3,,0,80.7,72.8,52.4,20.5,22.4,18
2026-06-27 11:00:00,17.6,14,32.68,34.03,33.2,38.23,42.65,40.9,1021,18.1,,0,80.8,72.9,52.7,20.3,21.5,18
2026-06-27 10:00:00,18,14,30.09,32.23,31.3,41.59,48.41,44.6,1021.4,17.8,,0,80.8,73,52.7,20.2,21.1,18
2026-06-27 09:00:00,14.3,13.9,28.45,30.15,29.4,48.1,51.31,49.9,1021.6,17.9,,0,80.7,72.9,52.7,20.2,20.9,18.5
2026-06-27 08:00:00,14.2,13.7,26.97,28.02,27.4,51.43,52.07,51.8,1021.8,16.6,,0,80.4,72.9,52.5,20.3,20.8,19
2026-06-27 07:00:00,13,13.6,24.64,27.06,25.8,51.6,57.67,55,1021.7,16,,0,80.6,73,52.7,20.4,20.8,19
2026-06-27 06:00:00,10.1,13.3,22.24,24.34,23.5,57.97,64.85,61.3,1021.5,15.6,,0,80.6,73.3,52.5,20.6,21,19
2026-06-27 05:00:00,5.9,13.1,18.99,21.52,20,67.59,76.24,73,1021.2,15,,0,80.5,73.3,52.5,20.8,21.3,19
2026-06-27 04:00:00,1.6,13,18.72,19.68,19,71.38,76.05,74.3,1021.2,14.4,,0,80.7,73.3,52.5,21.1,21.6,19
2026-06-27 03:00:00,0,13.1,19.92,21.15,20.7,65.31,70.77,67.4,1021.1,14.4,,0,80.4,73.7,52.6,21.3,22,19
2026-06-27 02:00:00,0,13.1,19.64,21.38,20.8,63.78,72.77,66.8,1021,14.4,,0,80.4,74.1,52.9,21.6,22.4,19
2026-06-27 01:00:00,0,13.1,19.73,20.32,20,70.16,71.83,71,1021.1,14.6,,0,80.4,74.1,53.3,21.8,22.9,19
2026-06-27 00:00:00,0,13.1,20.66,21.44,21,65.14,68.58,66.8,1021,14.6,,0,80.4,74.1,53.3,22.1,23.3,19
2026-06-26 23:00:00,0,13.1,22.03,22.9,22.5,60.98,62.6,62,1020.9,14.9,,0,80.4,74.2,53.3,22.3,23.9,20
2026-06-26 22:00:00,0,13.1,22.44,23.11,22.8,62.91,66.1,64.3,1020.7,15.7,,0,80.1,74.5,53.7,22.5,24.4,20
2026-06-26 21:00:00,0.4,13.1,23.89,25.39,24.7,52.89,60.23,56.5,1020.4,15.4,,0,80.1,74.5,54.3,22.7,25,19.2
2026-06-26 20:00:00,2.8,13.3,25.69,27.81,26.8,45.99,52.1,49,1019.8,15.1,,0,80.4,74.6,54.5,22.8,25.5,19
2026-06-26 19:00:00,8.3,13.8,28.19,29.61,29,42.85,44.64,43.6,1019.4,15.3,,0,80.4,74.5,54.6,22.7,26,19
2026-06-26 18:00:00,14.3,14,29.56,30.4,30,40.56,42.83,41.6,1019.1,15.5,,0,80.4,74.5,54.8,22.6,26.3,19
2026-06-26 17:00:00,17.7,14,30.44,32.71,31.7,37.35,41.03,38.8,1019,16,,0,80.5,74.5,55.2,22.2,26.3,19
2026-06-26 16:00:00,20,14,32.34,33.78,33,34.06,38.74,36.6,1018.9,16.2,,0,80.5,74.4,55.3,21.8,26,18.3
2026-06-26 15:00:00,20.3,14,32.67,33.84,33.1,33.48,37.32,35.5,1019.1,15.8,,0,80.6,74.1,55.3,21.3,25.3,18
2026-06-26 14:00:00,20.3,14,31.79,32.71,32.4,36.83,38.73,37.7,1019.3,16.1,,0,81,74.1,55.3,20.7,24.2,18
2026-06-26 13:00:00,19.2,14,31.14,32.08,31.6,36.02,41.65,39.3,1019.3,16.1,,0,81.2,73.7,55.3,20.2,22.8,18
2026-06-26 12:00:00,18.3,14,29.34,31.69,30.7,41.01,45.47,42.2,1019.3,16.4,,0,81.4,73.7,55.3,19.8,21.5,18
2026-06-26 11:00:00,18,14,28.81,30.33,29.6,43.24,47.59,45,1019.3,16.4,,0,81.4,73.7,55.3,19.5,20.6,18
2026-06-26 10:00:00,17.1,14,27.24,29.18,28.3,43.21,51.96,47.2,1019.4,16,,0,81.4,73.9,55.4,19.4,20.3,18
2026-06-26 09:00:00,14.4,13.9,25.71,27.22,26.6,46.69,56.64,51.6,1019.3,15.8,,0,81.6,73.7,55.3,19.5,20.1,18
2026-06-26 08:00:00,14.2,13.7,24.14,25.64,24.9,58.11,64.48,61.5,1019.1,17,,0,81.6,74,55.1,19.6,20.1,18
2026-06-26 07:00:00,12.6,13.6,22.09,23.99,23.1,66.95,74.31,71.5,1018.8,17.6,,0,81.4,74.1,55.2,19.7,20.1,18
2026-06-26 06:00:00,9.9,13.3,19.31,22.09,21.1,73.72,83.43,76.9,1018.5,16.8,,0,81.2,74.1,55.2,19.9,20.3,18
2026-06-26 05:00:00,5.9,13.1,16.85,18.8,17.7,84.34,88.29,86.8,1017.9,15.5,,0,81.4,74.1,55.3,20.1,20.6,18.2
2026-06-26 04:00:00,1.8,13,16.64,16.95,16.8,87.52,88.41,87.9,1017.5,14.8,,0,81.6,74.2,55.3,20.3,20.9,19
2026-06-26 03:00:00,0.1,13,17.1,17.82,17.5,86.04,87.08,86.6,1017.2,15.2,,0,81.6,74.5,55.3,20.6,21.3,19
2026-06-26 02:00:00,0,13.1,17.74,18.3,18.1,84.34,85.83,84.9,1017.2,15.5,,0,81.6,74.6,55.5,20.8,21.7,19
2026-06-26 01:00:00,0,13.1,18.59,19.19,18.8,83.39,84.26,83.9,1017.3,16,,0,81.6,74.9,55.7,21,22.1,19
2026-06-26 00:00:00,0,13.1,19.27,20.09,19.6,81.23,83.29,82.2,1017.3,16.5,,0,81.6,74.9,55.7,21.2,22.5,19
2026-06-25 23:00:00,0,13.1,20.02,21.1,20.6,76.25,80.51,78.4,1017.1,16.7,,0,81.2,74.9,55.7,21.4,22.9,19
2026-06-25 22:00:00,0,13.1,21.37,22.37,21.8,70.98,75.68,73.5,1016.8,16.9,,0,81.2,75.1,56.1,21.6,23.4,19
2026-06-25 21:00:00,0.4,13.1,22.61,24.5,23.5,62.37,70.11,66.4,1016.6,16.8,,0,81.2,75.3,56.3,21.7,23.9,19
2026-06-25 20:00:00,2.8,13.4,25.05,28.12,26.6,48.29,59.89,53.8,1016.4,16.5,,0,81.6,75.3,56.3,21.8,24.3,19
2026-06-25 19:00:00,8.9,13.8,28.47,29.59,29,44.03,46.91,45.5,1016.2,16,,0,81.4,75.3,56.5,21.7,24.7,19
2026-06-25 18:00:00,13.7,14,29.07,29.89,29.5,42.37,44.81,43.5,1016.3,15.8,,0,81.6,75.3,56.5,21.6,24.9,18.3
2026-06-25 17:00:00,18.3,14,30.44,31.43,30.8,39.33,42.67,41.5,1016.5,16.2,,0,81.6,75.2,56.8,21.3,25,18
2026-06-25 16:00:00,19.7,14,30.23,32.88,31.8,36.01,41.37,38.6,1016.8,15.9,,0,81.6,74.9,56.7,20.9,24.7,18
2026-06-25 15:00:00,20.4,14,30.2,32.81,31.4,35.88,42.43,39.3,1017.2,15.9,,0,81.8,74.7,56.6,20.4,24.1,18
2026-06-25 14:00:00,20,14,30.75,32.54,31.9,38.27,42.64,40.4,1017.6,16.7,,0,82,74.5,56.5,19.9,23.2,17.5
2026-06-25 13:00:00,18.8,14,29.89,31.91,30.9,41.48,44.17,42.5,1017.8,16.7,,0,82,74.5,56.5,19.4,22,17
2026-06-25 12:00:00,18.6,14,29.34,31.25,30.6,40.24,44.88,41.9,1018.1,16.2,,0,82,74.4,56.5,18.9,20.7,17
2026-06-25 11:00:00,17.9,14,29.21,30.44,29.7,40.2,43.16,41.5,1018.2,15.2,,0,82,74.4,56.5,18.7,19.8,17
2026-06-25 10:00:00,18.7,14,27.87,30.07,28.8,40.54,44.5,42.7,1018.3,14.8,,0,82,74.3,56.5,18.5,19.4,17
2026-06-25 09:00:00,15,13.9,25.71,27.09,26.5,46.54,50.52,47.9,1018.4,14.6,,0,82.3,74.2,56.5,18.5,19.1,17
2026-06-25 08:00:00,14.2,13.7,23.62,25.06,24.3,55.24,56.37,56,1018.4,15,,0,82.4,74.4,56.5,18.6,19,17.8
2026-06-25 07:00:00,13,13.6,21.84,23.77,23,56.54,61.79,57.8,1018.4,14.3,,0,82.2,74.4,56.3,18.7,19,18
2026-06-25 06:00:00,10.1,13.3,17.04,21.36,19.1,62.65,81.99,73.9,1018.4,14.3,,0,82.2,74.5,56.3,18.9,19.1,18
2026-06-25 05:00:00,5.9,13,14.29,16.61,15.4,81.97,86.43,84.6,1018.4,12.8,,0,82.4,74.5,56.2,19.1,19.4,18
2026-06-25 04:00:00,1.8,13,13.92,14.04,14,85.79,86.37,86.1,1018.3,11.7,,0,82.4,74.5,56.1,19.3,19.7,18
2026-06-25 03:00:00,0.1,13,14.11,14.39,14.3,84.38,85.26,84.9,1018.4,11.7,,0,82.4,74.6,56.5,19.6,20,18
2026-06-25 02:00:00,0,13.1,14.62,15.11,14.8,82.81,84.24,83.7,1018.4,12.1,,0,82.4,74.9,56.5,19.8,20.4,18
2026-06-25 01:00:00,0,13.1,15.03,15.65,15.3,81.49,83.03,82.2,1018.4,12.3,,0,82.4,74.9,56.5,20.1,20.8,18
2026-06-25 00:00:00,0,13.1,15.81,16.5,16.1,78.97,80.9,80,1018.3,12.7,,0,82.7,75.2,56.7,20.3,21.2,18.2
2026-06-24 23:00:00,0,13.1,16.74,17.52,17.1,74.28,78.04,76.3,1018.3,12.9,,0,82.5,75.3,56.9,20.6,21.7,19
2026-06-24 22:00:00,0,13.1,17.68,18.86,18.3,66.29,73.31,69.8,1018.3,12.7,,0,82.4,75.4,56.7,20.8,22.2,19
2026-06-24 21:00:00,0.5,13.1,19.24,21.47,20.4,55.08,65.35,60.3,1018.2,12.4,,0,82.4,75.6,56.9,20.9,22.6,19
2026-06-24 20:00:00,2.6,13.4,21.93,24.6,23.4,42.26,53.24,47.5,1017.9,11.6,,0,82.4,75.7,57.3,21,23.1,18.3
2026-06-24 19:00:00,7.8,13.9,24.95,26.48,25.8,37.6,41.32,38.9,1017.7,10.8,,0,82.4,75.7,57.3,21,23.5,18
2026-06-24 18:00:00,14.4,14,26.53,27.2,26.8,33.43,34.94,34,1017.8,9.7,,0,82.4,75.7,57.2,20.9,23.8,18
2026-06-24 17:00:00,18.6,14,27.48,28.3,27.9,33.84,37.03,35.6,1018.1,11.3,,0,82.5,75.7,57.4,20.7,23.9,18
2026-06-24 16:00:00,20.1,14,27.07,28.38,27.5,34.98,39.01,37.6,1018.3,11.7,,0,82.7,75.5,57.2,20.3,23.8,18
2026-06-24 15:00:00,19.9,14,27.04,28.13,27.5,36.66,40.68,38.2,1018.5,12,,0,82.7,75.3,57.2,19.9,23.4,17.5
2026-06-24 14:00:00,20.3,14,26.55,28.69,27.9,34.93,37.96,36.3,1018.9,11.6,,0,82.7,75.1,57,19.3,22.5,17
2026-06-24 13:00:00,19.6,14,26.82,28.01,27.2,34.99,38.54,36.2,1019.3,11,,0,82.9,74.9,56.9,18.9,21.2,17
2026-06-24 12:00:00,18.6,14,25.77,27.23,26.6,34.31,37.59,36.3,1019.7,10.4,,0,83.1,74.9,56.9,18.4,19.9,17
2026-06-24 11:00:00,18.6,14,25.43,26.46,25.8,32.76,37.57,35,1020,9.2,,0,83.1,74.9,56.9,18.2,19,17
2026-06-24 10:00:00,18.5,14,23.62,25.7,24.7,36.16,46.09,41.1,1020.2,10.5,,0,83.1,74.9,56.7,18.1,18.6,17
2026-06-24 09:00:00,14.8,13.9,22.09,23.69,23,45.86,49.25,47.1,1020.4,11.1,,0,83,74.8,56.5,18.1,18.4,17
2026-06-24 08:00:00,14.3,13.8,20.9,22.12,21.4,49.27,52.37,50.9,1020.4,10.8,,0,82.7,74.7,56.4,18.2,18.3,17.5
2026-06-24 07:00:00,12.8,13.6,18.68,20.79,20,54.97,66.81,58.7,1020.4,11.6,,0,83.1,74.9,56.5,18.4,18.4,18
2026-06-24 06:00:00,10,13.3,14.28,18.21,16.3,69.18,82.3,77.1,1020.4,12.2,,0,83.1,74.9,56.6,18.6,18.6,18
2026-06-24 05:00:00,6,13,11.33,13.94,12.5,82.25,87.92,85.8,1020.3,10.2,,0,83.4,74.9,56.6,18.9,18.8,18
2026-06-24 04:00:00,1.8,13,11.28,11.45,11.4,87.36,87.58,87.5,1020.2,9.4,,0,83.5,74.9,56.6,19.2,19.2,18
2026-06-24 03:00:00,0.1,13,11.55,11.86,11.7,86.26,87.33,86.8,1020.2,9.6,,0,83.5,74.9,56.7,19.5,19.6,18
2026-06-24 02:00:00,0,13,12.01,12.55,12.3,84.41,86.03,85.1,1020.4,9.9,,0,83.5,75.2,57.1,19.8,19.9,18
2026-06-24 01:00:00,0,13.1,12.64,13.3,13,81.55,84.17,83.1,1020.5,10.2,,0,83.5,75.3,57.3,20.1,20.4,18.8
2026-06-24 00:00:00,0,13.1,13.49,14,13.7,77.63,80.37,79,1020.4,10.2,,0,83.9,75.7,57.1,20.3,20.9,19
2026-06-23 23:00:00,0,13.1,14.28,15.41,14.9,70.99,76.72,73.6,1020.4,10.2,,0,83.7,75.7,57.3,20.6,21.3,19
2026-06-23 22:00:00,0,13.1,15.62,16.74,16.2,64.36,70.12,67.1,1020.5,10,,0,83.9,75.7,57.3,20.9,21.9,19
2026-06-23 21:00:00,0.5,13.1,17.07,19.15,18,53.41,62.23,58.3,1020.4,9.7,,0,83.9,76,57.5,21.1,22.4,19
2026-06-23 20:00:00,2.6,13.4,19.77,22.36,21.1,41.21,50.81,45.1,1020.2,8.7,,0,83.5,76.1,57.6,21.3,22.9,19
2026-06-23 19:00:00,8,13.9,22.53,23.74,23.2,37.66,39.88,39.1,1020,8.5,,0,83.5,76.1,57.6,21.4,23.4,19
2026-06-23 18:00:00,14.5,14,23.95,24.65,24.3,31.92,36.88,33.9,1019.9,7.4,,0,83.9,76.3,57.8,21.3,23.8,19
2026-06-23 17:00:00,19.3,14,24.57,26.99,26,33.88,37.42,35.9,1019.8,9.7,,0,83.9,76.3,57.9,21.1,23.9,18.3
2026-06-23 16:00:00,20.7,14,25.42,26.78,26.1,34.06,46.11,39.9,1020.1,11.4,,0,83.9,76.1,57.8,20.9,23.7,18
2026-06-23 15:00:00,20.6,14,24.88,26.24,25.7,40.48,45.41,42.5,1020.5,12,,0,84.1,76,57.6,20.6,23.6,18
2026-06-23 14:00:00,20.2,14,24.78,26.35,25.6,40.85,45.98,43.5,1020.9,12.3,,0,84.3,75.8,57.6,20.1,22.9,18
2026-06-23 13:00:00,19.9,14,24.88,27.14,26.5,44.53,49.64,47.1,1021.3,14.3,,0,84.3,75.8,57.4,19.7,21.8,18
2026-06-23 12:00:00,19.1,14,24.61,25.94,25.1,48.02,55.6,51.7,1021.4,14.5,,0,84.3,75.7,57.5,19.4,20.8,18
2026-06-23 11:00:00,19,14,23.07,24.51,23.9,54.45,59.26,56.7,1021.5,14.7,,0,84.3,75.7,57.5,19.2,20.1,18
2026-06-23 10:00:00,18.2,14,22.29,24.11,23.4,56.03,59.96,57.8,1021.9,14.6,,0,84.3,75.7,57.3,19.1,19.7,18
2026-06-23 09:00:00,15.4,14,21.1,22.54,21.9,57.7,61.93,59.5,1022.2,13.6,,0,84.3,75.6,57.2,19.2,19.5,18
2026-06-23 08:00:00,14.3,13.8,19.19,20.94,19.9,60.2,67.96,64.5,1022.3,13,,0,84.3,75.5,56.9,19.3,19.5,18
2026-06-23 07:00:00,12.8,13.6,17.66,19.34,18.6,69.7,76.32,72.2,1022.4,13.5,,0,84.3,75.6,57.1,19.5,19.6,18
2026-06-23 06:00:00,10.1,13.3,16.23,17.21,16.8,77.26,80.21,78.5,1022.5,13.1,,0,84.3,75.7,57.3,19.7,19.8,18
2026-06-23 05:00:00,6,13.1,14.58,16.4,15.4,80.25,85.51,83.1,1022.4,12.6,,0,84.5,75.7,57.1,19.9,20.1,19
2026-06-23 04:00:00,1.9,13,14.67,15.07,14.9,83.57,85.25,84.5,1022.3,12.3,,0,84.7,75.8,57.3,20.2,20.5,19
2026-06-23 03:00:00,0.1,13,15.15,16.46,15.7,77.88,83.02,80.6,1022.2,12.4,,0,84.7,76.1,57.6,20.5,20.8,19
2026-06-23 02:00:00,0,13.1,16.56,16.81,16.7,75.93,76.79,76.4,1022.3,12.5,,0,84.7,76.1,57.6,20.7,21.2,19
2026-06-23 01:00:00,0,13.1,16.98,17.57,17.2,72.53,75.01,74,1022.4,12.6,,0,84.8,76.1,57.6,21,21.6,19
2026-06-23 00:00:00,0,13.1,16.74,18.15,17.4,67.19,74.92,71.2,1022.5,12.1,,0,85.1,76.4,57.6,21.3,22,19
2026-06-22 23:00:00,0,13.1,18.24,19.27,18.7,62.56,65.83,63.8,1022.4,11.7,,0,85.1,76.6,57.6,21.6,22.5,19
2026-06-22 22:00:00,0,13.1,19.6,20.75,20.2,55.9,61.49,58.9,1022.3,11.9,,0,85.1,76.9,57.8,21.9,23,19
2026-06-22 21:00:00,0.4,13.1,21.27,22.58,22,50.69,54.25,52.1,1022,11.8,,0,85.1,76.9,58,22.1,23.5,19
2026-06-22 20:00:00,2.4,13.4,22.84,24.55,23.8,45.35,49.62,47.4,1021.6,11.9,,0,85.1,76.9,58,22.3,24,19
2026-06-22 19:00:00,8,13.8,24.7,25.54,25.1,41.59,45.01,43.5,1021.4,11.8,,0,85.4,77.3,58.2,22.4,24.5,19
2026-06-22 18:00:00,14.6,14,25.63,26.21,26,39.41,42.05,40.7,1021.4,11.6,,0,85.5,77.1,58.1,22.3,25,19
2026-06-22 17:00:00,18.6,14,26.41,28.02,27.3,38.56,41.71,40.1,1021.3,12.6,,0,85.5,77.3,58.2,22.1,25.2,19
2026-06-22 16:00:00,20.4,14,28.42,28.93,28.7,41.56,46.88,44.6,1021.4,15.4,,0,85.5,77,58,21.8,25,19
2026-06-22 15:00:00,21.1,14,27.54,29.17,28.3,48.84,55.84,52.1,1021.6,17.5,,0,85.7,76.9,58,21.5,24.5,18.8
2026-06-22 14:00:00,20,14,27.55,28.53,28,52.27,58.22,56.3,1021.9,18.4,,0,85.9,76.9,57.8,21.1,23.9,18
2026-06-22 13:00:00,19.8,14,26.35,27.14,26.7,60.52,63.77,62.8,1022.3,19,,0,85.9,76.9,58,20.8,23.3,18
2026-06-22 12:00:00,19.3,14,25.98,27.66,26.7,58.93,63.76,61.8,1022.8,18.8,,0,85.9,76.6,57.6,20.5,22.6,18
2026-06-22 11:00:00,19,14,24.13,26.87,26,62.96,73.97,66.6,1023.3,19.3,,0,85.9,76.6,57.6,20.2,21.9,18
2026-06-22 10:00:00,19.3,14,23.11,25.34,24.1,70.51,78.01,74.4,1023.6,19.2,,0,85.9,76.5,57.4,20.1,21.5,18
2026-06-22 09:00:00,18,14,21.48,23.11,22.3,79.58,83.3,81.9,1023.9,19,,0,85.9,76.5,57.4,20.1,21.2,18
2026-06-22 08:00:00,14.3,13.8,20.73,21.4,21.1,84.82,86.44,85.8,1024.1,18.6,,0,85.9,76.5,57.2,20.1,21.1,18
2026-06-22 07:00:00,13.9,13.7,20.75,20.98,20.9,86.02,86.8,86.3,1024.2,18.5,,0,85.9,76.5,57.3,20.1,21,18
2026-06-22 06:00:00,12.1,13.4,19.91,20.7,20.2,87.37,89.68,88.7,1024.1,18.3,,0,85.9,76.4,57.1,20.2,20.9,18
2026-06-22 05:00:00,4.7,13.1,19.68,19.87,19.8,88.33,89.5,89.1,1023.8,17.9,,0,85.9,76.5,57.1,20.3,21.1,18.5
2026-06-22 04:00:00,1.2,13.1,19.73,19.94,19.8,87.19,87.93,87.6,1023.7,17.7,,0,85.9,76.7,57.3,20.5,21.2,19
2026-06-22 03:00:00,0,13.1,19.81,20.22,20,86.11,87.23,86.8,1023.9,17.8,,0,86.1,76.8,57.3,20.7,21.4,19
2026-06-22 02:00:00,0,13.1,19.99,20.36,20.2,86.14,88.41,87.2,1024,18,,0,86.3,76.9,57.1,20.9,21.6,19
2026-06-22 01:00:00,0,13.1,19.06,19.67,19.3,88.83,89.53,89.2,1024,17.5,,0,86.3,76.9,57.1,21.1,21.9,19
2026-06-22 00:00:00,0,13.1,18.75,19.4,19.1,88.15,89.67,88.8,1024,17.2,,0,86.3,77.1,57.3,21.4,22.3,19
2026-06-21 23:00:00,0,13.1,19.57,20.12,19.7,85.89,87.78,87,1023.9,17.5,,0,86.5,77.3,57.5,21.6,22.7,19
2026-06-21 22:00:00,0,13.1,20.28,21.41,20.7,82.55,85.64,84.2,1023.9,17.9,,0,86.7,77.3,57.4,21.8,23.2,19
2026-06-21 21:00:00,0.3,13.1,21.55,22.81,22.2,75.17,81.75,78.7,1024,18.3,,0,86.7,77.5,57.4,22,23.7,19
2026-06-21 20:00:00,2,13.3,23.37,25.25,24.4,65.34,73.59,69.3,1024,18.4,,0,86.7,77.6,57.6,22.1,24.1,19
2026-06-21 19:00:00,9,13.9,25.46,27.1,26.4,59.54,63.7,61.2,1023.7,18.3,,0,87.1,77.6,57.6,22.1,24.5,19
2026-06-21 18:00:00,16.2,14,27.1,27.54,27.4,58.84,61.79,60.4,1023.6,19,,0,87.1,77.6,57.6,22,24.7,19
2026-06-21 17:00:00,18.9,14,27.44,29.32,28.6,56.94,61.64,59.6,1023.6,19.9,,0,87.1,77.6,57.7,21.8,24.7,19
2026-06-21 16:00:00,19.9,14,26.56,29.71,28,57.43,68.23,64.3,1023.7,20.6,,0,87.1,77.6,57.5,21.6,24.7,18
2026-06-21 15:00:00,19.2,14,26.69,30.27,28.5,60.08,68.19,65,1023.5,21.3,,0,87.3,77.5,57.5,21.2,24.3,18
2026-06-21 14:00:00,20.3,14,27.65,30.3,29,60.46,70.94,65.7,1023.1,21.9,,0,87.5,77.3,57.3,20.9,23.6,18
2026-06-21 13:00:00,19.6,14,25.67,27.24,26.5,69.77,76.31,74.1,1023.4,21.5,,0,87.5,77.3,57.1,20.5,23,18
2026-06-21 12:00:00,19.7,14,25.98,27.64,26.6,68.82,74.46,72.4,1023.6,21.2,,0,87.5,77.2,57.1,20.3,22.3,18
2026-06-21 11:00:00,19.4,14,24.95,26.49,25.5,70.39,75.53,73.5,1023.9,20.5,,0,87.5,77,56.9,20.1,21.8,18
2026-06-21 10:00:00,19.2,14,24.78,26.65,25.6,71.68,77.14,74.5,1024.2,20.7,,0,87.5,77,56.9,20,21.4,18
2026-06-21 09:00:00,17.5,14,22.7,24.91,23.8,78.12,84.5,81.7,1024,20.5,,0,87.5,76.9,56.7,19.9,21.1,18
